name,inserted_value,name_normalized,match_status,mapping_type,is_default_new_ward,old_ward,old_district,old_province,old_ward_code,old_district_code,old_province_code,old_full_address,new_ward,new_province,new_ward_code,new_province_code,new_full_address,match_note
Phường Cống Vị,1,Phường Cống Vị,MAPPED_DIVIDED,divided,TRUE,Phường Cống Vị,Quận Ba Đình,Thành phố Hà Nội,00007,001,01,"Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",Phường Ngọc Hà,Thành phố Hà Nội,00008,01,"Phường Ngọc Hà, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Cống Vị,1,Phường Cống Vị,MAPPED_DIVIDED,divided,FALSE,Phường Cống Vị,Quận Ba Đình,Thành phố Hà Nội,00007,001,01,"Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",Phường Giảng Võ,Thành phố Hà Nội,00025,01,"Phường Giảng Võ, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Điện Biên,2,Phường Điện Biên,MAPPED_DIVIDED,divided,TRUE,Phường Điện Biên,Quận Ba Đình,Thành phố Hà Nội,00019,001,01,"Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",Phường Ba Đình,Thành phố Hà Nội,00004,01,"Phường Ba Đình, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Điện Biên,2,Phường Điện Biên,MAPPED_DIVIDED,divided,FALSE,Phường Điện Biên,Quận Ba Đình,Thành phố Hà Nội,00019,001,01,"Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",Phường Hoàn Kiếm,Thành phố Hà Nội,00070,01,"Phường Hoàn Kiếm, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Điện Biên,2,Phường Điện Biên,MAPPED_DIVIDED,divided,FALSE,Phường Điện Biên,Quận Ba Đình,Thành phố Hà Nội,00019,001,01,"Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",Phường Văn Miếu - Quốc Tử Giám,Thành phố Hà Nội,00226,01,"Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Điện Biên,2,Phường Điện Biên,MAPPED_DIVIDED,divided,FALSE,Phường Điện Biên,Quận Ba Đình,Thành phố Hà Nội,00019,001,01,"Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",Phường Ô Chợ Dừa,Thành phố Hà Nội,00190,01,"Phường Ô Chợ Dừa, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Đội Cấn,3,Phường Đội Cấn,MAPPED_DIVIDED,divided,TRUE,Phường Đội Cấn,Quận Ba Đình,Thành phố Hà Nội,00022,001,01,"Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội",Phường Ngọc Hà,Thành phố Hà Nội,00008,01,"Phường Ngọc Hà, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Đội Cấn,3,Phường Đội Cấn,MAPPED_DIVIDED,divided,FALSE,Phường Đội Cấn,Quận Ba Đình,Thành phố Hà Nội,00022,001,01,"Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội",Phường Ba Đình,Thành phố Hà Nội,00004,01,"Phường Ba Đình, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Giảng Võ,4,Phường Giảng Võ,MAPPED,unchanged,TRUE,Phường Giảng Võ,Quận Ba Đình,Thành phố Hà Nội,00031,001,01,"Phường Giảng Võ, Quận Ba Đình, Thành phố Hà Nội",Phường Giảng Võ,Thành phố Hà Nội,00025,01,"Phường Giảng Võ, Thành phố Hà Nội",
Phường Kim Mã,5,Phường Kim Mã,MAPPED_DIVIDED,divided,TRUE,Phường Kim Mã,Quận Ba Đình,Thành phố Hà Nội,00028,001,01,"Phường Kim Mã, Quận Ba Đình, Thành phố Hà Nội",Phường Ngọc Hà,Thành phố Hà Nội,00008,01,"Phường Ngọc Hà, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Kim Mã,5,Phường Kim Mã,MAPPED_DIVIDED,divided,FALSE,Phường Kim Mã,Quận Ba Đình,Thành phố Hà Nội,00028,001,01,"Phường Kim Mã, Quận Ba Đình, Thành phố Hà Nội",Phường Ba Đình,Thành phố Hà Nội,00004,01,"Phường Ba Đình, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Kim Mã,5,Phường Kim Mã,MAPPED_DIVIDED,divided,FALSE,Phường Kim Mã,Quận Ba Đình,Thành phố Hà Nội,00028,001,01,"Phường Kim Mã, Quận Ba Đình, Thành phố Hà Nội",Phường Giảng Võ,Thành phố Hà Nội,00025,01,"Phường Giảng Võ, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Liễu Giai,6,Phường Liễu Giai,MAPPED,merged,TRUE,Phường Liễu Giai,Quận Ba Đình,Thành phố Hà Nội,00008,001,01,"Phường Liễu Giai, Quận Ba Đình, Thành phố Hà Nội",Phường Ngọc Hà,Thành phố Hà Nội,00008,01,"Phường Ngọc Hà, Thành phố Hà Nội",
Phường Ngọc Hà,7,Phường Ngọc Hà,MAPPED_DIVIDED,divided,TRUE,Phường Ngọc Hà,Quận Ba Đình,Thành phố Hà Nội,00016,001,01,"Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội",Phường Ba Đình,Thành phố Hà Nội,00004,01,"Phường Ba Đình, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Ngọc Hà,7,Phường Ngọc Hà,MAPPED_DIVIDED,divided,FALSE,Phường Ngọc Hà,Quận Ba Đình,Thành phố Hà Nội,00016,001,01,"Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội",Phường Ngọc Hà,Thành phố Hà Nội,00008,01,"Phường Ngọc Hà, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Ngọc Khánh,8,Phường Ngọc Khánh,MAPPED_DIVIDED,divided,TRUE,Phường Ngọc Khánh,Quận Ba Đình,Thành phố Hà Nội,00025,001,01,"Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội",Phường Giảng Võ,Thành phố Hà Nội,00025,01,"Phường Giảng Võ, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Ngọc Khánh,8,Phường Ngọc Khánh,MAPPED_DIVIDED,divided,FALSE,Phường Ngọc Khánh,Quận Ba Đình,Thành phố Hà Nội,00025,001,01,"Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội",Phường Láng,Thành phố Hà Nội,00199,01,"Phường Láng, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Ngọc Khánh,8,Phường Ngọc Khánh,MAPPED_DIVIDED,divided,FALSE,Phường Ngọc Khánh,Quận Ba Đình,Thành phố Hà Nội,00025,001,01,"Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội",Phường Ngọc Hà,Thành phố Hà Nội,00008,01,"Phường Ngọc Hà, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Nguyễn Trung Trực,9,Phường Nguyễn Trung Trực,NOT_FOUND,,,,,,,,,,,,,,,Không có trong danh mục xã cũ (có thể đã sáp nhập trước 01/07/2025)
Phường Phúc Xá,10,Phường Phúc Xá,MAPPED,merged,TRUE,Phường Phúc Xá,Quận Ba Đình,Thành phố Hà Nội,00001,001,01,"Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội",Phường Hồng Hà,Thành phố Hà Nội,00097,01,"Phường Hồng Hà, Thành phố Hà Nội",
Phường Quán Thánh,11,Phường Quán Thánh,MAPPED,merged,TRUE,Phường Quán Thánh,Quận Ba Đình,Thành phố Hà Nội,00013,001,01,"Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội",Phường Ba Đình,Thành phố Hà Nội,00004,01,"Phường Ba Đình, Thành phố Hà Nội",
Phường Thành Công,12,Phường Thành Công,MAPPED_DIVIDED,divided,TRUE,Phường Thành Công,Quận Ba Đình,Thành phố Hà Nội,00034,001,01,"Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội",Phường Giảng Võ,Thành phố Hà Nội,00025,01,"Phường Giảng Võ, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Thành Công,12,Phường Thành Công,MAPPED_DIVIDED,divided,FALSE,Phường Thành Công,Quận Ba Đình,Thành phố Hà Nội,00034,001,01,"Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội",Phường Ô Chợ Dừa,Thành phố Hà Nội,00190,01,"Phường Ô Chợ Dừa, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Trúc Bạch,13,Phường Trúc Bạch,MAPPED,merged,TRUE,Phường Trúc Bạch,Quận Ba Đình,Thành phố Hà Nội,00004,001,01,"Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội",Phường Ba Đình,Thành phố Hà Nội,00004,01,"Phường Ba Đình, Thành phố Hà Nội",
Phường Vĩnh Phúc,14,Phường Vĩnh Phúc,MAPPED,merged,TRUE,Phường Vĩnh Phúc,Quận Ba Đình,Thành phố Hà Nội,00006,001,01,"Phường Vĩnh Phúc, Quận Ba Đình, Thành phố Hà Nội",Phường Ngọc Hà,Thành phố Hà Nội,00008,01,"Phường Ngọc Hà, Thành phố Hà Nội",
Phường Cổ Nhuế 1,15,Phường Cổ Nhuế 1,MAPPED_DIVIDED,divided,TRUE,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Thành phố Hà Nội,00616,021,01,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Nghĩa Đô,Thành phố Hà Nội,00160,01,"Phường Nghĩa Đô, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Cổ Nhuế 1,15,Phường Cổ Nhuế 1,MAPPED_DIVIDED,divided,FALSE,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Thành phố Hà Nội,00616,021,01,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Phú Diễn,Thành phố Hà Nội,00619,01,"Phường Phú Diễn, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Cổ Nhuế 1,15,Phường Cổ Nhuế 1,MAPPED_DIVIDED,divided,FALSE,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Thành phố Hà Nội,00616,021,01,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Xuân Đỉnh,Thành phố Hà Nội,00611,01,"Phường Xuân Đỉnh, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Cổ Nhuế 2,16,Phường Cổ Nhuế 2,MAPPED_DIVIDED,divided,TRUE,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Thành phố Hà Nội,00617,021,01,"Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Đông Ngạc,Thành phố Hà Nội,00602,01,"Phường Đông Ngạc, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Cổ Nhuế 2,16,Phường Cổ Nhuế 2,MAPPED_DIVIDED,divided,FALSE,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Thành phố Hà Nội,00617,021,01,"Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Thượng Cát,Thành phố Hà Nội,00598,01,"Phường Thượng Cát, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Đông Ngạc,17,Phường Đông Ngạc,MAPPED_DIVIDED,divided,TRUE,Phường Đông Ngạc,Quận Bắc Từ Liêm,Thành phố Hà Nội,00601,021,01,"Phường Đông Ngạc, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Phú Thượng,Thành phố Hà Nội,00091,01,"Phường Phú Thượng, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Đông Ngạc,17,Phường Đông Ngạc,MAPPED_DIVIDED,divided,FALSE,Phường Đông Ngạc,Quận Bắc Từ Liêm,Thành phố Hà Nội,00601,021,01,"Phường Đông Ngạc, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Đông Ngạc,Thành phố Hà Nội,00602,01,"Phường Đông Ngạc, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Đức Thắng,18,Phường Đức Thắng,MAPPED,renamed,TRUE,Phường Đức Thắng,Quận Bắc Từ Liêm,Thành phố Hà Nội,00602,021,01,"Phường Đức Thắng, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Đông Ngạc,Thành phố Hà Nội,00602,01,"Phường Đông Ngạc, Thành phố Hà Nội",
Phường Liên Mạc,19,Phường Liên Mạc,MAPPED,merged,TRUE,Phường Liên Mạc,Quận Bắc Từ Liêm,Thành phố Hà Nội,00598,021,01,"Phường Liên Mạc, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Thượng Cát,Thành phố Hà Nội,00598,01,"Phường Thượng Cát, Thành phố Hà Nội",
Phường Minh Khai,20,Phường Minh Khai,MAPPED_DIVIDED,divided,TRUE,Phường Minh Khai,Quận Bắc Từ Liêm,Thành phố Hà Nội,00613,021,01,"Phường Minh Khai, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Tây Tựu,Thành phố Hà Nội,00613,01,"Phường Tây Tựu, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Minh Khai,20,Phường Minh Khai,MAPPED_DIVIDED,divided,FALSE,Phường Minh Khai,Quận Bắc Từ Liêm,Thành phố Hà Nội,00613,021,01,"Phường Minh Khai, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Thượng Cát,Thành phố Hà Nội,00598,01,"Phường Thượng Cát, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Minh Khai,20,Phường Minh Khai,MAPPED_DIVIDED,divided,FALSE,Phường Minh Khai,Quận Bắc Từ Liêm,Thành phố Hà Nội,00613,021,01,"Phường Minh Khai, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Xuân Phương,Thành phố Hà Nội,00622,01,"Phường Xuân Phương, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Minh Khai,20,Phường Minh Khai,MAPPED_DIVIDED,divided,FALSE,Phường Minh Khai,Quận Bắc Từ Liêm,Thành phố Hà Nội,00613,021,01,"Phường Minh Khai, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Đông Ngạc,Thành phố Hà Nội,00602,01,"Phường Đông Ngạc, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Phú Diễn,21,Phường Phú Diễn,MAPPED,unchanged,TRUE,Phường Phú Diễn,Quận Bắc Từ Liêm,Thành phố Hà Nội,00619,021,01,"Phường Phú Diễn, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Phú Diễn,Thành phố Hà Nội,00619,01,"Phường Phú Diễn, Thành phố Hà Nội",
Phường Phúc Diễn,22,Phường Phúc Diễn,MAPPED_DIVIDED,divided,TRUE,Phường Phúc Diễn,Quận Bắc Từ Liêm,Thành phố Hà Nội,00620,021,01,"Phường Phúc Diễn, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Phú Diễn,Thành phố Hà Nội,00619,01,"Phường Phú Diễn, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Phúc Diễn,22,Phường Phúc Diễn,MAPPED_DIVIDED,divided,FALSE,Phường Phúc Diễn,Quận Bắc Từ Liêm,Thành phố Hà Nội,00620,021,01,"Phường Phúc Diễn, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Xuân Phương,Thành phố Hà Nội,00622,01,"Phường Xuân Phương, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Tây Tựu,23,Phường Tây Tựu,MAPPED_DIVIDED,divided,TRUE,Phường Tây Tựu,Quận Bắc Từ Liêm,Thành phố Hà Nội,00607,021,01,"Phường Tây Tựu, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Tây Tựu,Thành phố Hà Nội,00613,01,"Phường Tây Tựu, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Tây Tựu,23,Phường Tây Tựu,MAPPED_DIVIDED,divided,FALSE,Phường Tây Tựu,Quận Bắc Từ Liêm,Thành phố Hà Nội,00607,021,01,"Phường Tây Tựu, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Thượng Cát,Thành phố Hà Nội,00598,01,"Phường Thượng Cát, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Tây Tựu,23,Phường Tây Tựu,MAPPED_DIVIDED,divided,FALSE,Phường Tây Tựu,Quận Bắc Từ Liêm,Thành phố Hà Nội,00607,021,01,"Phường Tây Tựu, Quận Bắc Từ Liêm, Thành phố Hà Nội",Xã Hoài Đức,Thành phố Hà Nội,09832,01,"Xã Hoài Đức, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Tây Tựu,23,Phường Tây Tựu,MAPPED_DIVIDED,divided,FALSE,Phường Tây Tựu,Quận Bắc Từ Liêm,Thành phố Hà Nội,00607,021,01,"Phường Tây Tựu, Quận Bắc Từ Liêm, Thành phố Hà Nội",Xã Ô Diên,Thành phố Hà Nội,09817,01,"Xã Ô Diên, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Thượng Cát,24,Phường Thượng Cát,MAPPED,merged,TRUE,Phường Thượng Cát,Quận Bắc Từ Liêm,Thành phố Hà Nội,00595,021,01,"Phường Thượng Cát, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Thượng Cát,Thành phố Hà Nội,00598,01,"Phường Thượng Cát, Thành phố Hà Nội",
Phường Thụy Phương,25,Phường Thụy Phương,MAPPED_DIVIDED,divided,TRUE,Phường Thụy Phương,Quận Bắc Từ Liêm,Thành phố Hà Nội,00604,021,01,"Phường Thụy Phương, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Đông Ngạc,Thành phố Hà Nội,00602,01,"Phường Đông Ngạc, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Thụy Phương,25,Phường Thụy Phương,MAPPED_DIVIDED,divided,FALSE,Phường Thụy Phương,Quận Bắc Từ Liêm,Thành phố Hà Nội,00604,021,01,"Phường Thụy Phương, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Thượng Cát,Thành phố Hà Nội,00598,01,"Phường Thượng Cát, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Xuân Đỉnh,26,Phường Xuân Đỉnh,MAPPED_DIVIDED,divided,TRUE,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Thành phố Hà Nội,00610,021,01,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Xuân Đỉnh,Thành phố Hà Nội,00611,01,"Phường Xuân Đỉnh, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Xuân Đỉnh,26,Phường Xuân Đỉnh,MAPPED_DIVIDED,divided,FALSE,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Thành phố Hà Nội,00610,021,01,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Phú Thượng,Thành phố Hà Nội,00091,01,"Phường Phú Thượng, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Xuân Đỉnh,26,Phường Xuân Đỉnh,MAPPED_DIVIDED,divided,FALSE,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Thành phố Hà Nội,00610,021,01,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Đông Ngạc,Thành phố Hà Nội,00602,01,"Phường Đông Ngạc, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Xuân Tảo,27,Phường Xuân Tảo,MAPPED_DIVIDED,divided,TRUE,Phường Xuân Tảo,Quận Bắc Từ Liêm,Thành phố Hà Nội,00611,021,01,"Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Xuân Đỉnh,Thành phố Hà Nội,00611,01,"Phường Xuân Đỉnh, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Xuân Tảo,27,Phường Xuân Tảo,MAPPED_DIVIDED,divided,FALSE,Phường Xuân Tảo,Quận Bắc Từ Liêm,Thành phố Hà Nội,00611,021,01,"Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Nghĩa Đô,Thành phố Hà Nội,00160,01,"Phường Nghĩa Đô, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Xuân Tảo,27,Phường Xuân Tảo,MAPPED_DIVIDED,divided,FALSE,Phường Xuân Tảo,Quận Bắc Từ Liêm,Thành phố Hà Nội,00611,021,01,"Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội",Phường Phú Thượng,Thành phố Hà Nội,00091,01,"Phường Phú Thượng, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Dịch Vọng,28,Phường Dịch Vọng,MAPPED_DIVIDED,divided,TRUE,Phường Dịch Vọng,Quận Cầu Giấy,Thành phố Hà Nội,00166,005,01,"Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội",Phường Cầu Giấy,Thành phố Hà Nội,00166,01,"Phường Cầu Giấy, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Dịch Vọng,28,Phường Dịch Vọng,MAPPED_DIVIDED,divided,FALSE,Phường Dịch Vọng,Quận Cầu Giấy,Thành phố Hà Nội,00166,005,01,"Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội",Phường Nghĩa Đô,Thành phố Hà Nội,00160,01,"Phường Nghĩa Đô, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Dịch Vọng Hậu,29,Phường Dịch Vọng Hậu,MAPPED_DIVIDED,divided,TRUE,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Thành phố Hà Nội,00167,005,01,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội",Phường Cầu Giấy,Thành phố Hà Nội,00166,01,"Phường Cầu Giấy, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Dịch Vọng Hậu,29,Phường Dịch Vọng Hậu,MAPPED_DIVIDED,divided,FALSE,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Thành phố Hà Nội,00167,005,01,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội",Phường Nghĩa Đô,Thành phố Hà Nội,00160,01,"Phường Nghĩa Đô, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Mai Dịch,30,Phường Mai Dịch,MAPPED_DIVIDED,divided,TRUE,Phường Mai Dịch,Quận Cầu Giấy,Thành phố Hà Nội,00163,005,01,"Phường Mai Dịch, Quận Cầu Giấy, Thành phố Hà Nội",Phường Phú Diễn,Thành phố Hà Nội,00619,01,"Phường Phú Diễn, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Mai Dịch,30,Phường Mai Dịch,MAPPED_DIVIDED,divided,FALSE,Phường Mai Dịch,Quận Cầu Giấy,Thành phố Hà Nội,00163,005,01,"Phường Mai Dịch, Quận Cầu Giấy, Thành phố Hà Nội",Phường Nghĩa Đô,Thành phố Hà Nội,00160,01,"Phường Nghĩa Đô, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Mai Dịch,30,Phường Mai Dịch,MAPPED_DIVIDED,divided,FALSE,Phường Mai Dịch,Quận Cầu Giấy,Thành phố Hà Nội,00163,005,01,"Phường Mai Dịch, Quận Cầu Giấy, Thành phố Hà Nội",Phường Từ Liêm,Thành phố Hà Nội,00592,01,"Phường Từ Liêm, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Nghĩa Đô,31,Phường Nghĩa Đô,MAPPED_DIVIDED,divided,TRUE,Phường Nghĩa Đô,Quận Cầu Giấy,Thành phố Hà Nội,00157,005,01,"Phường Nghĩa Đô, Quận Cầu Giấy, Thành phố Hà Nội",Phường Nghĩa Đô,Thành phố Hà Nội,00160,01,"Phường Nghĩa Đô, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
Phường Nghĩa Đô,31,Phường Nghĩa Đô,MAPPED_DIVIDED,divided,FALSE,Phường Nghĩa Đô,Quận Cầu Giấy,Thành phố Hà Nội,00157,005,01,"Phường Nghĩa Đô, Quận Cầu Giấy, Thành phố Hà Nội",Phường Ngọc Hà,Thành phố Hà Nội,00008,01,"Phường Ngọc Hà, Thành phố Hà Nội",Xã cũ bị chia tách → nhiều xã mới; is_default_new_ward=TRUE là lựa chọn mặc định
